event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SRI6548,"01 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Vavuniya,,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 1 January 2023, Tamil relatives of the disappeared staged a protest in front of the Road Development Authority building in Vavuniya town (Northern), demanding justice for their disappeared family members.",0,"crowd size=no report",1680035158
SRI6584,"01 January 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Civilians (Sri Lanka)","Health Workers (Sri Lanka)",7,57,"Civilian targeting",144,"South Asia","Sri Lanka",Uva,Badulla,,Badulla,6.9895,81.0557,1,Thinakkural,National,"On 1 January 2023, a group of people attacked a doctor at the General hospital in Badulla town (Badulla, Uva) after being informed that the doctor could not save the 18-year-old girl, who was taken to the hospital too late.",0,"crowd size=no report",1680035158
SRI6544,"31 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Kilinochchi,,Poonakari,9.5052,80.2148,2,Virakesari,National,"On 31 December 2022, people staged a protest march from the market in Mutkomban to Maha Vidyalaya junction in Mutkomban in Poonakari area (Kilinochchi town, Northern), demanding to control the illegal production and drug production in Mutkomban area and to set up a police guard in the said area.",0,"crowd size=no report",1680035158
SRI6543,"30 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Hindu Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Jaffna,,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 30 December 2022, a Hindu religious group protested in front of the District Secretariat building in Jaffna town (Northern) against the appointment of the new governor who has a religion conversion policy.",0,"crowd size=no report",1680035158
SRI6547,"30 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Government of Sri Lanka (2019-)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Jaffna,,Tellippalai,9.7875,80.0304,1,"Tamil Guardian; Virakesari",National-International,"On 30 December 2022, the Grama Niladhari officers (Village Officers) of Divisional Secretariat protested in front of the Divisional Secretariat building in Tellippalai town (Jaffna, Northern) against the police, saying that the police have not taken any action regarding the fire incident at the J/239 Division Katuvan West Grama Niladhari office.",0,"crowd size=no report",1680035158
SRI6555,"30 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Fishers (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Jaffna,,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 30 December 2022, fishers participated in the protest rally from Jaffna fort to the bus stand in Jaffna town (Northern), demanding the establishment of sea cucumber farms.",0,"crowd size=no report",1680035158
SRI6557,"30 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Vavuniya,,Vavuniya,8.7514,80.4971,1,"Tamil Guardian; Virakesari",National-International,"On 30 December 2022, Tamil relatives of the missing persons staged a protest in front of the old bus stand in Vavuniya town (Northern), demanding international justice for their disappeared family members.",0,"crowd size=no report",1680035158
SRI6551,"30 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Women (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Kilinochchi,,Kilinochchi,9.3961,80.3982,1,Virakesari,National,"On 30 December 2022, women, civil society organizations and civil activists protested in front of the old District Secretariat building in Kilinochchi town (Northern) to condemn the vandalism of the office of the Women's Right to Life Association in Thondaman Nagar area in Kilinochchi.",0,"crowd size=no report",1707858547
SRI6562,"28 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Government of Sri Lanka (2019-); Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,"Battaramulla South",6.8964,79.9181,1,"Daily Mirror (Sri Lanka); Lankadeepa",National,"On 28 December 2022, artists, cultural development assistants, development officers and employees of the Department of Cultural Affairs staged a protest outside the premises of the Department of Cultural Affairs in Sethsiripaya locality in Battaramulla South town (Colombo, Western) against the move to abolish the post of Cultural Officer.",0,"crowd size=no report",1714518558
SRI6535,"27 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka); TNPF: Tamil National People's Front; Government of Sri Lanka (2019-)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Mullaitivu,,Keppapularu,9.2754,80.7553,1,"Morning (Sri Lanka); Tamil Guardian; Virakesari",National-International,"On 27 December 2022, Tamil residents of Keppapularu, a member of the parliament from Tamil National People's Front and a Pradeshiya Sabha member staged a protest in front of the main gate of the military camp in Keppapularu town (Mullaitivu, Northern), demanding the release of the land occupied by the army.",0,"crowd size=no report",1680035158
SRI6539,"27 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Buddhist Group (Sri Lanka); IUBF: Inter University Bhikkhu Front; IUSF: Inter University Students' Federation; Students (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,"Battaramulla South",6.8964,79.9181,1,"Daily Financial Times (Sri Lanka); Daily Mirror (Sri Lanka); Hiru News; Sunday Times (Sri Lanka); Virakesari",National,"On 27 December 2022, about 70 Buddhist monks of the Sri Lanka Inter University Student Federation (IUSF) and the Inter University Bhikkhu Federation (IUBF) staged a protest in front of the Ministry of Education building at Isurupaya locality in Battaramulla South town (Colombo, Western) against the 1995/37 change of the Act and over several demands, including the release of their convenors, stop taking revenge from students and calling on the government to immediately halt alleged attempts to privatise the Buddhist and Pali University of Sri Lanka.",0,"crowd size=about 70",1714518558
SRI6559,"25 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Southern,Matara,,Kamburupitiya,6.0833,80.5666,1,"Colombo Post",National,"On 25 December 2022, workers in the construction industry staged a protest in Kamburupitiya town (Matara, Southern), demanding concessions for the lease instalments to be paid for the goods they have acquired, and prompt assistance for masons going abroad.",0,"crowd size=no report",1680035158
SRI6546,"22 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka","North Western",Puttalam,,Norochcholai,8.0348,79.7327,1,"Lankadeepa; Morning (Sri Lanka)",National,"On 22 December 2022, more than 1500 protesters, including members of the Ceylon Electricity Board Engineers' Union, Ceylon Electricity Board employees, and employees of the Lakwijaya Coal Power Plant and their families, protested in front of the Lakwijaya Power Plant in Norochcholai town (Puttalam, North Western) against the government's decision to sell the Lakwijaya Power Plant and lay off most of its workers.",0,"crowd size=more than 1500",1680035158
SRI6554,"21 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Kilinochchi,,Paranthan,9.4413,80.4002,2,Virakesari,National,"On 21 December 2022, people staged a protest in Kumarapuram in Paranthan area (Kilinochchi, Northern) against the land demarcation for a chemical corporation in the area.",0,"crowd size=no report",1680035158
SRI6550,"21 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Borella,6.9177,79.8742,1,Lankadeepa,National,"On 21 December 2022, Aragalaya activists staged a protest in front of the prison headquarters in Borella town (Colombo, Western), demanding the release of the Inter-University Student Union convener who has been remanded in custody in Welikada Jail and not to transfer to Bussa Jail.",0,"crowd size=no report",1719352731
SRI6534,"20 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Students (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Kilinochchi,,Kilinochchi,9.3961,80.3982,1,Virakesari,National,"On 20 December 2022, students, parents and old students staged a protest at the entrance of the Hindu College in Kilinochchi town (Northern), demanding the transfer of the teacher who acted in a way that caused defamation to the teachers and the students of the school.",0,"crowd size=no report",1707858547
SRI6542,"19 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Mullaitivu,,Mullaitivu,9.268,80.815,1,"Tamil Guardian; Virakesari",National-International,"On 19 December 2022, Tamil relatives of the disappeared staged a protest in front of the District Secretariat building in Mullaitivu (Northern) against the registration and investigation activities that were to be carried out by the Office for Missing Persons in Mullaitivu district.",0,"crowd size=no report",1680035158
SRI6538,"19 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Colombo,6.9319,79.8478,1,"Hiru News; Morning (Sri Lanka); Virakesari",National,"On 19 December 2022, Electricity Consumers' Association staged a protest in front of the Ministry of Energy building in Kollupitiya in Colombo city (Western), against a Cabinet paper being submitted to the Cabinet for an increase in the electricity tariffs, and against the electricity bill hike.",0,"crowd size=no report",1714518558
SRI6572,"16 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","TNPF: Tamil National People's Front; Women (Sri Lanka); Fishers (Sri Lanka); Government of Sri Lanka (2019-)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Jaffna,,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 16 December 2022, fishers, women and parliament members of Tamil National People's Front participated in the protest march from Central Bus Stop to Northern Province Governor's Secretariat building in Jaffna town (Northern) in support of the fishers's protest against the sea cucumber farm set up at Kilinochchi Poonagari Kranchi.",0,"crowd size=no report",1680035158
SRI6574,"15 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Vavuniya,,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 15 December 2022, more than 25 people protested at Thirunavatkulam's first lane in Vavuniya town (Northern), demanding to repair 970 meters of the first lane at Thirunavakulam in Vavuniya.",0,"crowd size=more than 25",1680035158
SRI6568,"15 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Students (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Colombo,6.9319,79.8478,1,Lankadeepa,National,"On 15 December 2022, large number of students of Colombo Medical Faculty staged a protest in front of the Lipton Roundabord in Colombo city (Western) based on several demands, including an immediate stop to the suppression of students on false charges, the immediate release of IUSF convener and the removal of the Vice Chancellor of Ruhunu University.",0,"crowd size=large",1714518558
SRI6570,"15 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Colombo,6.9319,79.8478,1,"Morning (Sri Lanka)",National,"On 15 December 2022, the Joint Association of Leasing and Debt Installment staged a protest outside the Police Headquarters in Colombo city (Western) against the forceful seizure of vehicles by leasing companies from individuals who have defaulted on the relevant payments, as well as the claimed involvement of the Police in the task and the silence of Inspector General of Police over the matter.",0,"crowd size=no report",1714518558
SRI6576,"14 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","CTU: Ceylon Teachers Union; Teachers (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Jaffna,,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 14 December 2022, Ceylon Teacher's Association staged a protest in front of the Northern Governor's Secretariat building in Jaffna town (Northern) against the administrative corruption of the Ministry of Education in the Northern province.",0,"crowd size=no report",1680035158
SRI6533,"13 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka); TNPF: Tamil National People's Front",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Jaffna,,Karainagar,9.743,79.8728,1,"Tamil Guardian; Thinakkural; Virakesari",National-International,"On 13 December 2022, Tamil landowners, members of the Tamil National People's Front and the public staged a protest in Neelankadu area in Karainagar town (Jaffna, Northern) to prevent government officials from surveying 40 acres of private land intended for Sri Lankan naval base.",0,"crowd size=no report",1680035158
SRI6566,"13 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Teachers (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Central,Kandy,,Galaha,7.1979,80.6646,1,"Daily Mirror (Sri Lanka)",National,"On 13 December 2022, University Teachers' Congress held a protest march from Peradeniya University in Galaha to Galaha Junction ( Kandy, Central) against the levy of taxes on their salary.",0,"crowd size=no report",1680035158
SRI6578,"13 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka); Former Government of Sri Lanka (2019-); Government of Sri Lanka (2019-); TNPF: Tamil National People's Front",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Mullaitivu,,Mullaitivu,9.268,80.815,1,"Tamil Guardian; Virakesari",National-International,"On 13 December 2022, Tamil landowners, a Tamil National People's Front Member of Parliament and a former Northern Provincial Council member protested in front of the Navy camp in Vatuvakal (Mullaitivu, Northern) to oppose efforts by the military to acquire 617 acres of land for the Gothabaya Naval Ship naval base in Mullaitivu.",0,"crowd size=no report",1680035158
SRI6583,"13 December 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Sri Lanka)","Students (Sri Lanka); Buddhist Group (Sri Lanka)",5,"Police Forces of Sri Lanka (2019-)",,1,15,,144,"South Asia","Sri Lanka",Western,Colombo,,Homagama,6.844,80.0024,1,"Ada Derana; Lankadeepa",National,"On 13 December 2022, Buddhist and Pali University students and monks held a march from the university building to Pitipana area in Homagama town (Gampaha, Western) to demonstrate against claimed ragging incidents. Demonstrators clashed with police forces, after which police arrested two students.",0,"crowd size=no report",1680035158
SRI6561,"13 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Teachers (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Colombo,6.9319,79.8478,1,Lankadeepa,National,"On 13 December 2022, many university lecturers participated in a protest held in front of the University Grants Commission building in Colombo city (Western) against the claimed unjust tax policy and oppressive budget of the government.",0,"crowd size=many",1714518558
SRI6564,"12 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Students (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Hulftsdorp,6.9425,79.8583,1,Lankadeepa,National,"On 12 December 2022, university students and social activists held a protest near the court complex in Hulftsdorp locality in Colombo city (Western), demanding the release of the IUSF convener, who is detained under the Prevention of Terrorism Act.",0,"crowd size=no report",1714518558
SRI6537,"11 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Catholic Christian Group (Sri Lanka); Police Forces of Sri Lanka (2019-)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Jaffna,,Velanai,9.6333,79.9,2,Virakesari,National,"On 11 December 2022, youths, priests (assumed Catholic), nuns, police officers and the general public participated in the protest rally from Mankumban junction and Bangalavadi junction in Velanai area (Jaffna, Northern) to Chatti church in Velanai island (Jaffna, Northern) against the increased drug usage.",0,"crowd size=no report",1680035158
SRI6541,"10 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka); Government of Sri Lanka (2019-)",6,,,0,60,,144,"South Asia","Sri Lanka",Eastern,Batticaloa,,Batticaloa,7.7102,81.6924,1,Virakesari,National,"On 10 December 2022, Tamil families of the disappeared and members of parliament participated in a protest rally from Kalladi bridge to Gandhi park in Batticaloa town (Eastern), demanding justice for the disappeared victims.",0,"crowd size=no report",1680035158
SRI6549,"10 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Vavuniya,,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 10 December 2022, more than 100 Tamil relatives of the disappeared participated in the protest rally from Kandaswamy temple to the old bus stand, and also protested in front of the Road Development Authority building in Vavuniya town (Northern), demanding justice for the disappeared victims.",0,"crowd size=more than 100",1680035158
SRI6553,"10 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Women (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Eastern,Batticaloa,,Batticaloa,7.7102,81.6924,1,Virakesari,National,"On 10 December 2022, more than 100 women participated in a protest in front of Gandhi Park in Batticaloa town (Eastern), demanding rights for women with special needs.",0,"crowd size=more than 100",1680035158
SRI6545,"10 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","FLSP: Frontline Socialist Party",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Colombo,6.9319,79.8478,1,Virakesari,National,"On 10 December 2022, activists and members of the Frontline Socialist Party protested in front of the Office of the Missing Persons building in Colombo city (Western) on the occasion of International Human Rights Day, demanding accountability for those who have been abducted and disappeared.",0,"crowd size=no report",1714518558
SRI6510,"09 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","GMOA: Government Medical Officers' Association; Health Workers (Sri Lanka); Labor Group (Sri Lanka); Teachers (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,"Sri Jayawardenepura Kotte",6.883,79.9071,1,"Hiru News; Virakesari",National,"On 9 December 2022, representatives of several associations, including the Government Medical Officers Association, Government Dentists Association, University Teachers Association, Faculty of Medicine Teachers Association, and Sri Lanka Electrical Engineers Association, participated in the protest near Parliament circuit road in Sri Jayawardenepura Kotte (Colombo, Sri Lanka) against the Income Tax Amendment Bill.",0,"crowd size=no report",1719352731
SRI6511,"08 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Government of Sri Lanka (2019-); Labor Group (Sri Lanka); Teachers (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Gampaha,,Negombo,7.2168,79.8675,1,Virakesari,National,"On 8 December 2022, government employees, members of teacher's unions, private sector employees and the general public participated in a protest at Delwath junction in Negombo town (Gampaha, Western) against the budget, government repression and the conditions of the International Monetary Fund and demanding to increase the salaries of government and private employees.",0,"crowd size=no report",1680633906
SRI6517,"07 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Colombo,6.9319,79.8478,1,"Daily Mirror (Sri Lanka)",National,"On 7 December 2022, a large number of Sri Lanka Telecom workers staged a protest outside the Fort Railway Station in Colombo city (Western) against privatising Telecom.",0,"crowd size=large",1714518558
SRI6524,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Women (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Eastern,Ampara,,Navithanveli,7.4333,81.7833,1,"Morning (Sri Lanka); Virakesari",National,"On 6 December 2022, more than 100 women participated in a protest organized by North and East Women's Union in front of the hospital at Central Camp in Navithanveli town (Ampara, Eastern), demanding the President should take steps to provide essential medicines and equipment required for surgical treatment to the regional hospitals.",0,"crowd size=more than 100",1680035158
SRI6525,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Women (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Jaffna,,Jaffna,9.6685,80.0074,1,"Morning (Sri Lanka); Virakesari",National,"On 6 December 2022, the North and East Women union staged a protest in front of the District Secretariat building in Jaffna town (Northern), demanding medicines and medical equipment to the people.",0,"crowd size=no report",1680035158
SRI6528,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Women (Sri Lanka); Fishers (Sri Lanka); Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Mannar,,Mannar,8.9894,79.8784,1,"Morning (Sri Lanka); Virakesari",National,"On 6 December 2022, more than 500 people, including fishing women, women civil society organization members, workers from Macedo company and the director of Mannar Socio-Economic Development Institute participated in the protest organized by North and East Women's union in Mannar town (Northern), demanding essential medicines and medical equipment to the people.",0,"crowd size=more than 500",1680035158
SRI6531,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Vavuniya,,Puliyankulama,8.9622,80.5212,1,Virakesari,National,"On 6 December 2022, people protested in front of the village service division office in the Paddanichchi Puliyankulama village (Vavuniya, Northern), demanding the transfer of the Samurthi Development Officer who works in the Village Service Division.",0,"crowd size=no report",1680035158
SRI6532,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Buddhist Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Central,"Nuwara Eliya",,Talawakelle,6.9355,80.6498,1,"Hiru News",National,"On 6 December 2022, the residents of the Talawakelle area and Monks staged a protest across the Talawakele-Punduloyya road in Talawakelle town (Nuwara Eliya, Central) against the issuance of a license to open a new liquor store in the Kothmale area.",0,"crowd size=no report",1680035158
SRI6522,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","TUCC: Trade Union Coordinating Centre; Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Kottawa,6.8408,79.9664,1,"Daily Mirror (Sri Lanka)",National,"On 6 December 2022, the Trade Union Coordination Centre staged a protest in Kottawa (Colombo, Western), demanding to withdraw the attempt to sell state properties and grant concessions for the people.",0,"crowd size=no report",1680633906
SRI6523,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","TUCC: Trade Union Coordinating Centre; Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Homagama,6.844,80.0024,1,"Daily Mirror (Sri Lanka)",National,"On 6 December 2022, the Trade Union Coordinating Centre staged a protest in Homagama town (Colombo, Western), demanding to withdraw the attempt to sell state properties and grant concessions for the people.",0,"crowd size=no report",1680633906
SRI6526,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Women (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Vavuniya,,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 6 December 2022, women participated in the protest organized by the North and East Women's Union at Kurumangadu junction in Vavuniya town (Northern), against the increase in the prices of medicines.",0,"crowd size=no report",1680633906
SRI6527,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Women (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Kilinochchi,,Kilinochchi,9.3961,80.3982,1,"Morning (Sri Lanka); Virakesari",National,"On 6 December 2022, a large number of women participated in the protest organized by the North and East Women's Union in front of the District General Hospital building in Kilinochchi town (Northern), demanding to address the shortage of medicines in hospitals in Kilinochchi.",0,"crowd size=large",1707858547
SRI6514,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Colombo,6.9319,79.8478,1,"Hiru News; Lankadeepa",National,"On 6 December 2022, the Ceylon Electricity Board Trade Union organized a protest in front of the Ceylon Electricity Board headquarters in Colombo city (Western) against the government's actions, including the increase in electricity prices and the sale of public resources.",0,"crowd size=no report",1714518558
SRI6515,"06 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Pettah,6.9376,79.8491,1,"Hiru News; Lankadeepa",National,"On 6 December 2022, the Port United Trade Union protested in front of the Fort clock tower in Pettah area (Colombo, Western) against the government's actions, including the portland sale, and services, reducing the retirement age of port employees.",0,"crowd size=no report",1714518558
SRI6519,"05 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","SVB: Samagi Vanitha Balawegaya; Women (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Vavuniya,,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 5 December 2022, women, Samagi Vanitha Balawegayai's Vavunia District Organizer and people held a protest march from Iluppayiyadi junction in Vavuniya town to the branch office of the Sri Lankan Foreign Employment Bureau in Vavuniya town (Northern), demanding to save the women who were sexually harassed in Oman.",0,"crowd size=no report",1680035158
SRI6530,"05 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,,144,"South Asia","Sri Lanka",Northern,Vavuniya,,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 5 December 2022, people protested at the railway crossing in the Menikfarm area in Vavuniya town (Northern), demanding that the unsafe railway crossing in Menikfarm should be repaired and that a guard should be appointed there.",0,"crowd size=no report",1680035158
SRI6518,"05 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","SLFP: Sri Lanka Freedom Party",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Gampaha,,Nittambuwa,7.1426,80.0938,1,"Daily News (Sri Lanka)",National,"On 5 December 2022, A group of SLFP members and Nawa Lanka Nidahas Peramuna members held a protest march from Sanghabodhi Vidyalaya grounds in Nittambuwa to the Horagolla Samadhi Statue in Nittambuwa area (Gampaha, Western) against the removal of former President Chandrika Bandaranaike Kumaratunga from the Sri Lanka Freedom Party.",0,"crowd size=no report",1707858547
SRI6513,"05 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Maradana,6.9271,79.8665,1,"Ada Derana",National,"On 5 December 2022, the Railway Trade Union Alliance staged a protest in front of the Sri Lanka Railway Headquarters in Maradana area (Colombo, Western) against the government's alleged plans to sell state resources and demanding relief be provided to the people and the cost of living reduced.",0,"crowd size=no report",1714518558
SRI6521,"05 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labor Group (Sri Lanka); Teachers (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,Colombo,6.9319,79.8478,1,Lankadeepa,National,"On 5 December 2022, Ceylon Teachers Union, Professional Council Coordination Centre and United People's Movement staged a protest at Borella Junction in Colombo city (Western) against the rising cost of living, the 2023 budget with a heavy tax burden on people and sell off state properties.",0,"crowd size=no report",1714518558
SRI6512,"05 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","JUGU: Joint Unemployed Graduates' Union; Labor Group (Sri Lanka)",6,,,0,60,,144,"South Asia","Sri Lanka",Western,Colombo,,"Sri Jayawardenepura Kotte",6.883,79.9071,1,"Hiru News; Virakesari",National,"On 5 December 2022, members of the Joint Unemployed Graduates' Union staged a protest in front of Diyata Uyana park in Sri Jayawardenepura Kotte city (Colombo, Western), saying that 465 graduates have not received jobs since 2019 and demanding job opportunities for them.",0,"crowd size=no report",1719352731
